,Player ID,Season,Team ID,Def Assisted Tackles,Def Blitzes,Def Combined Tackles,Def Defensive Completions,Def Defensive Targets,Def Forced Fumbles,Def Fumble Recoveries,Def Hurries,Def Interceptions,Def Knockdowns,Def Misc Assists,Def Misc Forced Fumbles,Def Misc Fumble Recoveries,Def Misc Tackles,Def Missed Tackles,Def Passes Defended,Def QB Hits,Def Sack Yards,Def Sacks,Def Safeties,Def Special Team Assists,Def Special Team Bocks,Def Special Team Forced Fumbles,Def Special Team Fumble Recoveries,Def Special Team Tackles,Def Tackles,Def Tackles for Loss,Def Tackles for Loss Yards
11,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,2012,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,1,2,0,0.0,0.0
12,41c44740-d0f6-44ab-8347-3b5d515e5ecf,2012,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
13,9d404288-65c5-414f-8ea5-ceb97eccaea0,2012,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,6,0,0,0,11,1,1.0,0.0
14,a527b7db-0b52-4379-9e4c-2e08c1fe1bed,2012,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0.0,0.0
15,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,2012,97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5,0,0.0,0.0
16,1726a359-9444-4761-a1f2-cb35ee6fa60e,2012,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0.0,0.0
17,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,2012,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
18,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2012,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0.0,0.0
19,b44773b9-af17-4d6c-a453-132e20849712,2012,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
20,c9701373-23f6-4058-9189-8d9c085f3c49,2012,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
21,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,2012,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
22,01291a8d-d97c-4d88-b497-b5ad4b72f626,2012,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
23,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,2012,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
24,b228c353-bb1f-4ba8-aa6d-d18ecf297259,2012,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
25,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,2012,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
26,46bb9a85-523c-4530-95c3-2c2a9737e65f,2012,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
27,64797df2-efd3-4b27-86ee-1d48f7edb09f,2012,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
28,a735765c-3ca8-4557-b06e-a30fd415982c,2012,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
29,16e33176-b73e-49b7-b0aa-c405b47a706e,2012,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0
30,b37b5be9-4771-4368-988f-fb936f4fc0ad,2012,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
31,ea357add-1a41-4a8b-8f34-bbfade7f4d98,2012,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
32,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2012,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
33,b8426cea-f8b9-4061-8d56-e70d1230103e,2012,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0
34,cc745cc3-d52a-454b-98c8-ac9155a9405c,2012,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
35,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,2012,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
36,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,2012,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
37,de816e24-8442-49a4-99cd-dde7e7c05863,2012,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
38,f55053e4-4bfd-495d-981a-d62e3662f01b,2012,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
39,1f09583f-dcc1-43e8-a7fc-f063d2c96508,2012,82d2d380-3834-4938-835f-aec541e5ece7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
40,3b7a1409-d154-4e5c-8c94-9d4a0e0993c7,2012,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
41,441e8866-33f1-4820-9fa3-3aa2c7535975,2012,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
42,67f5e782-f91c-4536-9818-cf4a0e7e821d,2012,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,2,0,0.0,0.0
43,6e444737-a1e1-4ddd-b963-cd6a9496fde0,2012,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
44,6ef43c53-53d7-4b0f-ad99-17664d663ae8,2012,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0.0
45,1b8db398-7a7e-44df-922e-d979507e6bdb,2012,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0.0
46,349f647e-bfc3-4d84-af89-b33f8a08e26e,2012,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
47,8263e101-aa33-435f-bf0f-388e1c4eeb59,2012,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
48,aca06a5e-0e3a-4285-a025-199f8fa0376f,2012,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
49,ecc4f0c1-64e0-46cc-9b58-91c2b215e62a,2012,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0.0
50,adadafa1-dc37-486d-8538-7db1e1b5f71e,2012,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,1,0,0,0,11,0,0.0,0.0
51,c456e060-d4d8-46cb-acf4-296edfb4f7bd,2012,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
52,d2cad5f8-b35f-4cf4-9567-57c387ba6225,2012,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
53,5ed2cea8-e0c6-482c-9ee1-548c06612226,2012,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,2,0,0.0,0.0
54,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,2012,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
55,996974b8-2e0a-47d9-90a7-c3455192d06b,2012,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0.0
56,beb64618-614c-49f7-a3aa-c0c75b7839ea,2012,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
57,c43cf6a1-8faa-4f95-aa2a-f1aac3ffe103,2012,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,3,0,0.0,0.0
58,166292fc-629e-4c7b-b7bf-f572ca9eeb43,2012,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
59,3e618eb6-41f2-4f20-ad70-2460f9366f43,2012,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
60,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,2012,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
61,6cb6226e-f08c-4192-95f1-69709ed686c6,2012,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
62,38f5843a-8318-4eb7-b517-c83d415e77a4,2012,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,6,0,0.0,0.0
63,8dfb370d-460c-4bfc-9d62-888687248783,2012,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
64,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,2012,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
65,b030b668-0f41-484f-8e94-9fc576b8af63,2012,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
66,bbd0942c-6f77-4f83-a6d0-66ec6548019e,2012,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
67,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,2012,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
68,bbca096b-fd15-498a-86c2-feb44737363f,2012,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
69,ade43b1a-0601-4672-83b6-d246bc066a19,2012,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
70,0ce48193-e2fa-466e-a986-33f751add206,2012,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
71,3283f152-d373-43b3-b88f-f6f261c48e81,2012,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0.0,0.0
72,9f2aebe4-b654-4f0e-a437-ec46f20b6bfe,2012,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
73,e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8,2012,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0
74,1059e9dc-97df-4643-9116-883a0573d8b1,2012,33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
75,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,2012,33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
76,cccc9f16-9508-434f-b7a4-9a29cb0cacf9,2012,33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,7,0,0.0,0.0
77,5b712aed-201c-43dd-b978-b7b6ef91178e,2012,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
78,5c2a0c83-e18a-43dd-bd65-704771157e42,2012,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
79,0b3217b9-ba37-4222-95cb-a7a222441e8b,2012,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
80,7e648a0b-fdc8-4661-a587-5826f2cac11b,2012,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
81,214e55e4-a089-412d-9598-a16495df0d25,2012,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
82,5707d2b0-ea9e-4a5e-8289-9d52197301d9,2012,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
83,587d0a98-7ec5-45a5-adba-8af26e8f256b,2012,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
84,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,2012,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
85,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
86,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,0.0,0.0
87,bb5957e6-ce7d-47ab-8036-22191ffc1c44,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
88,f336567d-44a9-4245-8452-1dd485fd70fb,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
89,fd85786d-3900-4dc0-9b30-334ee30413ed,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
90,0a95e792-6455-4927-9539-f95fa7f41fbb,2012,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
91,2fda010a-8c62-4c07-b601-4ba03f57e6af,2012,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
92,3aef6950-1c19-4454-a3d0-0afe9634ea9f,2012,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0
93,6a2b129d-a9e5-4131-b491-82269b323f77,2012,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
94,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,2012,f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,1,0,0,0,2,0,0.0,0.0
95,471dbe81-54c4-4b52-8bd1-4933c9800e1f,2012,de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
96,af4ba620-2f00-4b00-9111-7897f2b1cde8,2012,de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
97,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,2012,de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
98,e033ce15-9fc5-430b-90e2-90dfe52b21c1,2012,de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,7,0,0.0,0.0
99,409d4cac-ee90-4470-9710-ebe671678339,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
100,40cda44b-2ee3-4ad1-834e-995e30db84d4,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,2,0,0.0,0.0
101,63fd9abe-4bdf-4611-9497-0c67e030ce01,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
102,7e5b8212-df93-4069-b3f0-be4b5cb47389,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,2,0,0.0,0.0
103,82bce0be-9a87-4b6d-a85b-623bf8d1674e,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
104,c88d9352-b835-45ed-a909-1cfec09a58bc,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
105,e1b29179-074b-4c91-8797-763b76ac618a,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0
106,618bedee-9259-4536-b0ff-fec98d2a20de,2013,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0.0,0.0
107,8fc65820-f565-44e2-8635-3e1cdf165bf6,2013,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,8,0,0.0,0.0
