,Player ID,Birth Date
45,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,1984-05-07
46,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,1972-12-28
47,b8426cea-f8b9-4061-8d56-e70d1230103e,1989-11-14
48,cc745cc3-d52a-454b-98c8-ac9155a9405c,1990-02-24
49,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,1989-09-12
50,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,1984-05-19
51,de816e24-8442-49a4-99cd-dde7e7c05863,1989-10-15
52,f55053e4-4bfd-495d-981a-d62e3662f01b,1985-07-02
53,1f09583f-dcc1-43e8-a7fc-f063d2c96508,1981-06-25
54,3b7a1409-d154-4e5c-8c94-9d4a0e0993c7,1987-04-07
55,441e8866-33f1-4820-9fa3-3aa2c7535975,1989-11-12
56,0847010c-9a77-4f0b-9d63-c8b4b224d263,1990-11-22
57,67f5e782-f91c-4536-9818-cf4a0e7e821d,1984-08-10
58,6e444737-a1e1-4ddd-b963-cd6a9496fde0,1987-12-25
59,6ef43c53-53d7-4b0f-ad99-17664d663ae8,1988-08-03
60,1b8db398-7a7e-44df-922e-d979507e6bdb,1989-05-18
61,349f647e-bfc3-4d84-af89-b33f8a08e26e,1989-04-30
62,8263e101-aa33-435f-bf0f-388e1c4eeb59,1982-05-17
63,aca06a5e-0e3a-4285-a025-199f8fa0376f,1986-12-27
64,ecc4f0c1-64e0-46cc-9b58-91c2b215e62a,1986-09-19
65,480277d1-47c9-44df-969e-038a84cd0fea,1978-03-02
66,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,1989-04-17
67,adadafa1-dc37-486d-8538-7db1e1b5f71e,1988-07-26
68,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,1989-06-20
69,c456e060-d4d8-46cb-acf4-296edfb4f7bd,1987-02-26
70,d2cad5f8-b35f-4cf4-9567-57c387ba6225,1988-02-09
71,5ed2cea8-e0c6-482c-9ee1-548c06612226,1987-09-16
72,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,1989-04-26
73,996974b8-2e0a-47d9-90a7-c3455192d06b,1988-06-16
74,beb64618-614c-49f7-a3aa-c0c75b7839ea,1988-01-26
75,c43cf6a1-8faa-4f95-aa2a-f1aac3ffe103,1987-06-11
76,166292fc-629e-4c7b-b7bf-f572ca9eeb43,1988-07-12
77,3e618eb6-41f2-4f20-ad70-2460f9366f43,1986-12-01
78,b25ba2bd-80bd-4295-9034-cf9242fb207b,1990-09-27
79,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,1989-01-20
80,6cb6226e-f08c-4192-95f1-69709ed686c6,1981-01-03
81,38f5843a-8318-4eb7-b517-c83d415e77a4,1989-08-09
82,518c96c5-65bb-4559-8074-9cdb2ca32f99,1987-02-26
83,5514afb6-bd43-49a8-9bf7-b8baaaecdabe,1987-09-02
84,8dfb370d-460c-4bfc-9d62-888687248783,1990-02-12
85,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,1986-08-08
86,b030b668-0f41-484f-8e94-9fc576b8af63,1988-09-24
87,bbd0942c-6f77-4f83-a6d0-66ec6548019e,1988-08-19
88,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,1988-12-12
89,5c529c33-8a1d-413a-b635-880ac86f30c1,1990-02-14
90,a261fd0a-b096-4db7-bd51-2f13bde485da,1979-07-04
91,abd73d50-ce60-47f1-b37f-2f9a05b0d7b9,1982-12-06
92,bbca096b-fd15-498a-86c2-feb44737363f,1984-03-23
93,ade43b1a-0601-4672-83b6-d246bc066a19,1988-02-07
94,0ce48193-e2fa-466e-a986-33f751add206,1983-12-02
95,3283f152-d373-43b3-b88f-f6f261c48e81,1990-08-22
96,9f2aebe4-b654-4f0e-a437-ec46f20b6bfe,1985-05-31
97,e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8,1984-09-03
98,1059e9dc-97df-4643-9116-883a0573d8b1,1989-11-09
99,250199f2-1387-4b55-b96f-17fedea6db7f,1986-11-14
100,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,1989-11-25
101,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,1985-03-21
102,cccc9f16-9508-434f-b7a4-9a29cb0cacf9,1988-10-03
103,5b712aed-201c-43dd-b978-b7b6ef91178e,1988-07-17
104,5c2a0c83-e18a-43dd-bd65-704771157e42,1989-01-13
105,f5d20030-d934-45e3-8282-e34c6c83ad84,1986-12-05
106,0b3217b9-ba37-4222-95cb-a7a222441e8b,1989-02-08
107,218d1644-603e-4da3-9ce1-48ce3927494f,1975-05-29
108,7e648a0b-fdc8-4661-a587-5826f2cac11b,1985-05-17
109,91a95850-9514-49d5-b2b0-f8e21156daa0,1990-02-06
110,214e55e4-a089-412d-9598-a16495df0d25,1989-05-11
111,5707d2b0-ea9e-4a5e-8289-9d52197301d9,1986-11-04
112,587d0a98-7ec5-45a5-adba-8af26e8f256b,1985-03-11
113,63f8a401-f308-4463-9d0b-4335b98da682,1987-04-09
114,72fbe462-91c5-4c84-9640-e8ad7cad6447,1983-06-15
115,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,1987-03-21
116,0045a36c-f464-49e0-a25a-9210edc94bc1,1986-10-07
117,15b156b5-30cc-4070-b60a-1c09e62c5a9b,1983-06-20
118,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,1988-03-22
119,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,1989-02-01
120,bb5957e6-ce7d-47ab-8036-22191ffc1c44,1979-01-15
121,f336567d-44a9-4245-8452-1dd485fd70fb,1989-12-12
122,fd85786d-3900-4dc0-9b30-334ee30413ed,1986-11-24
123,0a95e792-6455-4927-9539-f95fa7f41fbb,1984-01-31
124,16cc9ade-f9ad-4d32-b5b9-d7568ee80f58,1988-05-29
125,2fda010a-8c62-4c07-b601-4ba03f57e6af,1984-05-07
126,3aef6950-1c19-4454-a3d0-0afe9634ea9f,1985-04-12
127,6a2b129d-a9e5-4131-b491-82269b323f77,1983-05-14
128,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,1984-08-12
129,fe767946-236d-4c04-9c59-5e3edd51acfe,1987-09-14
130,471dbe81-54c4-4b52-8bd1-4933c9800e1f,1989-11-27
131,9691f874-be36-4529-a7eb-dde22ee4a848,1988-01-09
132,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,1983-08-31
133,e033ce15-9fc5-430b-90e2-90dfe52b21c1,1988-12-11
134,409d4cac-ee90-4470-9710-ebe671678339,1988-11-29
135,40cda44b-2ee3-4ad1-834e-995e30db84d4,1985-06-29
136,63fd9abe-4bdf-4611-9497-0c67e030ce01,1989-12-02
137,7e5b8212-df93-4069-b3f0-be4b5cb47389,1990-02-06
138,82bce0be-9a87-4b6d-a85b-623bf8d1674e,1986-04-22
139,c88d9352-b835-45ed-a909-1cfec09a58bc,1988-08-02
140,e1b29179-074b-4c91-8797-763b76ac618a,1988-09-21
141,058c99fc-470c-4579-a165-03e043335cc1,1990-10-01
142,618bedee-9259-4536-b0ff-fec98d2a20de,1992-04-10
143,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,1990-11-19
144,596c4000-ede5-45b0-8336-33efeb686d2b,1989-08-09
145,9c04a540-cb7c-41dc-8e7c-50b7af29a3a2,1991-02-18
146,d08da2a3-8296-4038-bb46-ab1feca4bbd4,1990-11-01
147,97c96dce-9b33-4d0e-ba01-5eb629192d19,1990-09-10
148,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,1990-10-10
149,eeb9e3f4-e378-44ca-94b6-a724011ad710,1989-05-12
150,973bfe3c-6d0d-4130-a79c-f860650b1da6,1985-11-02
151,14ecf9dd-3a77-4847-8e62-407cd1182f1c,1990-09-08
152,24cf6148-f0af-4103-a215-e06956764953,1991-11-22
153,bd8052bd-0898-430b-99c9-2529e895ae79,1990-07-02
154,1c6daf8e-d6dc-4d88-a5fa-c3ebcd93a6e5,1987-11-11
155,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,1991-04-23
156,d4dd3d0b-5023-415d-ad15-94f294c561b1,1989-04-04
157,f9036897-99d5-4d9a-8965-0c7e0f9e43bd,1991-02-07
158,bd413539-9351-454e-9d61-4e8635d7e9f5,1990-05-05
159,1b3d350a-478b-4542-a430-d12cc96adc22,1988-02-17
160,5c48ade7-4b9a-4757-9643-87a6e3839e2b,1992-06-06
161,c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e,1989-12-16
162,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,1990-01-11
163,f636d7ce-05f9-43d7-b63f-351acb5c2a70,1991-05-20
164,f7841baa-9284-4c03-b698-442570651c6c,1991-02-10
165,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,1991-12-27
166,c3859e06-5f23-4302-a71b-04820a899d5f,1989-10-05
167,26b9c11d-c557-4bef-b990-65498858df47,1990-01-29
168,3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e,1989-09-18
169,433587a5-dabc-4b1b-9545-66e570f806a7,1991-02-03
170,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,1990-09-08
171,de3421f7-2147-4835-89a5-724e87bad463,1990-11-10
172,0366fd06-19a3-4b69-8448-6bfbfad1250b,1990-10-20
173,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,1990-07-03
174,c87f0526-a85d-439d-a447-070c66ede612,1990-11-23
175,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,1991-05-04
176,8c5067dc-1617-42fa-82eb-0596392ab20a,1990-04-26
177,da85107c-365c-4d58-90ab-479d97d798b4,1991-03-17
178,6195ddc9-ab2b-469a-b824-a890736d6db7,1990-09-17
179,e1235f1e-26ce-438c-8168-3b1ded4ab893,1989-12-12
180,67d56171-7522-430c-b7d9-8f7e2b6624d3,1991-07-30
181,5ec072b3-2837-4cf1-bb4f-ecd873949626,1989-04-28
182,4734f8dc-2ca4-4437-88f2-c8b8974abefc,1992-04-22
183,687cdc33-bd0d-4b70-adb3-33f97dc26a3c,1990-05-21
184,949c34b9-150a-4a1b-b884-1fcf1ebaabdf,1989-11-17
185,8f24a248-b328-43ec-8677-67600e42a8f7,1990-06-13
186,d3fab07b-f02a-433d-9612-cb0a751f324d,1990-07-25
187,51952c7b-11c5-4229-baf9-08d4694cc2ad,1990-01-08
188,16c67c97-ffd9-4f92-917d-ad6124ce1f6e,1990-01-15
189,bbb63a36-8613-4675-8e5e-34200d245ff0,1991-11-23
190,cf8e8522-6220-4612-a8a1-72c496dac536,1990-11-09
191,e0a63251-5428-43a1-88c1-c000215ac5ce,1990-10-18
192,7d80b51f-1462-442e-aa7f-8c320a62deed,1993-06-14
193,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,1992-11-28
194,90908a56-901b-466d-8689-943075da96fe,1992-04-03
195,0adf5b2c-35bd-41f2-8e73-3dad53454d78,1992-05-31
196,39f70428-a78a-494c-8676-438d953c289e,1992-02-03
197,42de9d1d-0352-460b-9172-9452414fd7fd,1991-11-02
198,59fc3367-5514-4616-a93c-06e4365b2293,1992-10-20
199,c0968ade-8af6-49f3-b812-bf15b6379334,1991-12-31
200,d4b30988-e8c5-4689-8037-f79a0d3c2774,1990-09-13
201,fa26e15f-2375-4acc-aaae-cf32cfe4bc3e,1991-01-24
202,40cd928f-f228-4ffd-8179-b27a12e14a44,1993-01-08
203,4b3677f5-712e-43f2-b7bb-51ac6f291b86,1991-02-17
204,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,1991-12-20
205,f404283a-7c04-4a1c-899c-3243424a8d70,1993-08-06
206,0fd32417-8410-4a8f-8919-386c433bca43,1993-08-24
207,10952a8e-9da1-447b-a016-c699db00c5f0,1991-11-12
208,4c3c6b63-aa1f-4452-9d1d-662073f06142,1991-11-25
209,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,1992-04-28
210,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,1990-04-26
211,cbf1cdba-d165-45f7-a695-5e0971dd9042,1991-04-27
212,4402b8d5-d6bf-43d0-9198-651506abba76,1993-01-10
213,6444feb1-f5a4-4b45-9a45-79308a4445fd,1991-07-25
214,fbb1cc32-4cbd-4089-b8ec-1e7bce8da408,1992-10-10
215,2958ea86-e2dc-4719-93e5-cc9d093ca963,1992-07-12
216,35823109-daf1-4825-92b8-564271398ecb,1993-01-05
217,65f91b8b-6794-4273-bf42-4d00b5973ddd,1991-06-02
218,8506c15c-15cc-4d2c-aebf-270c605fe0ec,1991-07-29
219,d96ff17c-841a-4768-8e08-3a4cfcb7f717,1991-11-12
220,540f8b30-900e-4d17-8756-c262ba5fa039,1990-01-18
221,9f026fc0-4449-4dc5-a226-2e2830619381,1991-03-28
222,b77aa319-b97f-4316-84c5-e51390432644,1992-04-13
223,955093e0-39aa-48b4-b34d-259b369e6535,1992-04-08
224,4b99ead5-0f79-4899-84a7-075c08890698,1992-02-19
225,7b96a836-666b-47b6-a0a7-9dbb0b4c53e8,1992-07-16
226,bc0f07a4-3e7b-4e61-987a-05533dc225be,1991-10-29
227,2a1658c4-c9fd-4a98-b619-74ec35e30bf5,1991-05-25
228,354dec38-b88b-4ba0-8974-859123f27c45,1992-11-05
229,cc9df25a-bb22-4737-83df-ff01d3fd7695,1990-12-19
230,3d94860c-82db-43fd-aa99-3b72390111a4,1991-09-19
231,eab69ec2-9cba-4783-8260-cf99121ed2c8,1990-10-04
232,9fbcfae9-dd14-415c-8952-9b1b5dff0dfc,1993-04-10
233,e00b3426-238b-4bdb-85c3-bbf08b7469e3,1992-01-22
234,e7d6ae25-bf15-4660-8b37-c37716551de3,1992-12-24
235,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,1990-08-22
236,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,1992-11-10
237,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,1991-07-03
238,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,1993-08-21
239,e78261de-af00-4530-824c-500addbe9f98,1992-09-29
240,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,1992-03-15
241,88eda217-d9ad-4abb-bcc1-2cbfe2a20b4d,1991-09-07
242,2ef5aed5-9859-4102-8bf4-99d6a6ae22ba,1991-02-05
243,b6b954eb-4591-4b7a-86b9-a481f15fdd58,1993-09-25
244,3a29784c-832f-4e41-a4ac-71d4f9ad410c,1990-09-20
245,617435c6-4a3f-4689-ab15-44bd93b33615,1991-08-22
246,0d1171d4-c955-4966-9257-640b569866d1,1991-02-26
247,54d4e35a-2e6c-48f6-86ad-92dd596c173c,1986-04-22
248,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,1990-04-03
249,b24625a0-d402-4d59-a778-aa4b073bfe5e,1991-07-01
250,cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7,1992-04-13
251,c257b2e6-dfc9-45c8-b30c-a497f2ce82a2,1992-08-31
252,b040e601-ec40-4757-bf3d-71bf64ef99cf,1992-04-09
253,bb78a66a-a8ec-4294-8858-c7e5a1d15106,1993-06-15
254,e9ee9209-dd8f-4e4a-be3c-407756a2749c,1993-01-20
255,19858900-5c8e-49a7-ab02-34ef625724ca,1993-01-14
256,36f54823-9d51-4180-9c91-d10281deb4bf,1992-10-15
257,31c376b7-2e10-473a-aa54-d9f709a5b93e,1993-09-23
258,865d8df9-06ec-40c3-8c71-637f9fd0bcbf,1992-06-28
259,fa8cfe11-018a-4d4c-9588-c86cab0415c0,1989-06-02
260,0dc98d11-34e4-46f6-96a6-7707c6f29500,1993-09-10
261,14c97c9f-26e8-4944-9299-f90de6aeada3,1992-09-13
262,1b016b52-62ba-4da9-9ead-6bad689f8d33,1992-05-26
263,52f4a43a-64a9-4d69-a9e2-28bd60f68e49,1994-04-12
264,9173225c-4e88-4c87-ad78-41aa0d00a1be,1991-08-27
265,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,1993-02-17
266,c5f35a06-791b-43e1-befc-df0c54b3b486,1992-01-03
267,441eb531-1ec8-4f65-9174-78bc6adada63,1991-03-16
268,52d09eea-a580-447a-8062-5841d5a9c8b3,1993-03-31
269,a37a5bfd-b48c-4d8b-817a-d8ce7ca3592d,1994-06-04
270,f611f87a-1e49-4196-9088-8c760f26006d,1992-03-30
271,947e7faa-e8be-4603-829c-b57e4247ccbf,1992-05-08
272,c682e8ea-fe48-45d2-af60-682a6125ab22,1993-01-05
273,5e3b63cd-db76-48a8-82dd-7ccc8222f6ae,1992-01-14
274,73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41,1992-09-23
275,7af4c94b-529b-4403-ab66-2bfed3fcf0c7,1991-05-12
276,af944a80-eba7-479d-b3b1-73279abdc67a,1991-12-19
277,d28afbc1-16c0-4012-b24a-1bd99817e8a9,1993-10-02
278,0f062def-77f5-4362-86cb-4bdb63a59eba,1990-07-26
279,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,1993-10-30
280,132721b4-fd32-4795-b214-ab4baaaceb3a,1991-06-10
281,e23dc743-ecee-4cf3-a263-69d3da3bae94,1991-12-26
282,bd01d907-cd57-48cb-9136-5692a4764a20,1992-10-25
283,c5606f69-f550-4b4a-b61a-f1f71142a32f,1992-05-30
284,e5c6b0d4-3e77-422b-a6d8-574a10ed385e,1992-01-14
285,00f88be8-45f9-4237-b2b8-3271ec790d07,1994-06-17
286,0f0aa0af-8830-47f8-b83b-ba0aab773594,1991-03-29
287,27e60657-f73d-4125-906d-aa72cc3477dc,1991-02-22
288,2e56cca7-b898-4aac-bbc5-b5bda9163be1,1991-10-01
289,37339e36-741c-4c1c-a9ab-bd89ed866fa0,1992-01-10
290,d0f9112d-2496-450a-9fc5-d2d01b4d2454,1993-09-16
291,cc3640b0-7560-431f-84ab-599e9dc8cac6,1987-11-08
292,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,1993-05-24
293,25e58aee-1b33-4468-9a81-6586426b91d5,1992-09-21
294,53dc492f-b4cc-4da2-a6cc-f61f7c23272f,1992-01-10
295,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,1993-06-17
296,caca998b-2475-4ec4-85fa-42ff312c9c5e,1992-06-15
297,6512b90e-d6b3-4719-bb0c-a75f97673f37,1991-12-06
298,98a944cf-0fc3-4a0b-9011-490722667d37,1992-01-16
299,9de98c5e-ee62-4a2b-be93-07287d831e06,1992-09-21
300,2a4de276-55bd-4756-9fa5-89fe30f5304f,1991-09-13
301,40958157-617f-40b4-91e5-9895f66da29c,1992-07-19
302,80715ecf-ffc9-4a93-a305-2193451b3382,1992-02-01
303,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,1993-06-13
304,0c39e276-7a5b-448f-a696-532506f1035a,1993-01-22
305,e97f5ca9-186e-4346-ae65-1cd757ada455,1993-06-15
306,2c259733-ec2c-4e3c-bb7b-34dc0d37dc34,1993-03-15
307,a1c40664-b265-4083-aad2-54b4c734f2c5,1993-11-29
308,f22b34cf-6ecf-4522-9c77-1da275dfda7d,1992-03-24
309,d6d41a89-a8af-48b9-bf75-561de99a1d87,1993-06-24
310,fb3b36fc-b985-4807-8199-d038d7e62a93,1994-01-06
311,052a93cf-8536-4a12-9831-84b27e8608da,1991-12-18
312,5827b78b-5150-4ba9-bc46-902428e99a31,1993-04-16
313,7f5f2a81-ac40-420c-9421-5b9e2a21faf8,1994-05-21
314,f413d6fb-5105-4110-b915-d92840a3e656,1990-06-23
315,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,1991-10-03
316,8482bc94-0eb0-4e92-8f99-ced135f3cd5d,1992-10-17
317,0cc4e449-185a-4b08-9f07-c907ad0c3e05,1991-08-07
318,e311a7a2-eddb-439c-86b4-b1f1984186bc,1993-02-19
319,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,1991-12-16
320,617269c1-88b3-45a6-b4a8-b2806a0cdaea,1992-04-24
321,488c3707-26ee-4e1a-8742-494a06f77801,1993-08-03
322,dffa69ad-331e-4f09-ae38-40a5a4406be6,1992-09-28
323,697200ea-cabb-40b8-aeac-e52763310306,1994-02-02
324,5de11f0b-8da9-42ba-9a93-db7f0a58543b,1992-10-30
325,931dbb14-36ac-4044-a61e-5f11854f0383,1994-01-24
326,a0b93053-d349-4dd1-a840-24577102699b,1994-01-26
327,58ea6518-6fb7-4e5a-a586-7202d4c5f07e,1992-10-16
328,5a9401fc-e43e-43e8-9e63-dadecb12491b,1993-11-26
329,abeef681-4be7-4ff3-9076-c72ec5a1b2e4,1993-07-22
330,b3d7169b-9cf6-4fea-815a-26e4fb0ec16a,1992-04-22
331,e81fb788-1478-4936-ae12-f6ed7ec23476,1993-05-09
332,4d747b73-bcc6-46d2-a2d7-ec1d0c8135a2,1990-12-27
333,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,1992-12-11
334,f0805b80-e01c-46fd-99a6-dae1134fb764,1991-09-20
335,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,1993-04-23
336,6bb4d6f8-c8fb-4ca7-a416-a7010526114d,1992-11-06
337,76a5edec-5ff7-49fa-a8ec-5768a372279d,1994-11-15
338,aa759477-6206-4984-ab9c-eb213abfd020,1992-02-17
339,ba36a4bb-5cc4-4113-9b5d-32bab02ef966,1992-10-24
340,fa6b16fe-d3cd-4296-a0e6-03ad13d27a57,1994-04-17
341,573f7acc-376b-4f37-8039-5c4c15c4a508,1993-05-11
342,6efb8027-b537-4dd1-883f-459450708ad4,1994-07-06
343,7e34053d-00bf-4f3f-a464-329c8f5057d0,1994-10-07
344,a2451bf7-83dd-496c-b527-c14d8d518598,1993-01-29
345,b6ec1773-309e-422c-b82c-b55a557031d6,1993-12-01
346,c9a7ce89-90f7-4061-b9ac-dfd4e6c3cedf,1993-10-26
347,cd571cfc-9b44-4b69-a801-431db9aaa85e,1992-10-20
348,0b504d67-639b-4ba8-979a-498a3086257b,1993-06-16
349,997525cb-5d0d-4f3b-bd56-7488b62627ec,1994-01-21
350,b10b366e-6de8-44fb-ba02-1156bb8b3b09,1993-12-13
351,bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e,1992-12-23
352,c9557ff2-899f-41e3-8a0e-35ca874db9b2,1992-09-22
353,331daf6e-84ba-4944-b956-05c8f4bd4663,1993-01-30
354,958c9833-2e55-411a-8e0e-ecc229bbeb14,1994-01-12
355,666e3121-3daa-4413-b1ec-8e728f7cc645,1993-04-09
356,81fb7fa0-7ad9-4ef4-bc33-9df9574714e5,1993-02-10
357,a8c3bcd7-69d0-4c5e-a876-6b33857942bc,1992-09-05
358,095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30,1994-04-16
359,442eb96a-deb6-4e73-b65a-a2bb25ffa968,1993-10-07
360,5cb0bf9c-03b4-4201-97c5-a59c6db50841,1993-01-30
361,481da4a3-fb29-4480-9db4-9cffdf33f510,1992-01-28
362,87c481c7-7414-43cc-82df-19ca0c2ae22e,1994-01-04
363,b4e5a9af-6d00-4d51-9bb9-c7d5f69898df,1994-12-23
364,1fe3aadd-336b-4838-888e-8c9609747afc,1992-11-24
365,2c35ed5f-7317-4776-8ee7-0438e0286508,1993-05-23
366,cd705357-f282-4cbf-8f11-391618d981c3,1992-05-27
367,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,1994-03-01
368,46b16198-116f-4913-85db-2bc21462bd66,1994-09-21
369,75dfd9cc-5419-49e1-bade-0632d03ca4b4,1993-01-09
370,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1,1990-08-22
371,c78c299b-7c73-40fc-9155-2ede7f9849c7,1993-10-15
372,c7b7d27f-97c3-4c12-95c4-36205175c959,1993-02-22
373,86197778-8d4b-4eba-affe-08ef7be7c70b,1993-07-29
374,bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a,1995-07-22
375,5274fac8-fa34-46fa-ac4d-7b58bb84999f,1994-02-13
376,c7d0a740-fcf2-4971-b1b6-43761d984bf9,1994-01-20
377,e9a5c16b-4472-4be9-8030-3f77be7890cb,1992-12-30
378,1ffc735b-74d8-44d2-ab32-00c5485c799f,1993-02-10
379,6a65641c-5ee2-44e3-8a75-7f98887b40ae,1992-10-03
380,c1ca7e3d-f072-41c7-8017-53401dbdd4d4,1992-11-11
381,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6,1992-12-03
382,e1c506bd-9e36-45e7-b2b9-fff6a9728a06,1993-10-07
383,4b09ab09-1457-4c9d-a99d-6a03d8e76c76,1994-11-02
384,5b496c58-83ef-4763-b1e0-5f052af46b3e,1992-06-25
